image_id,crop,class,glcm_contrast,glcm_homogeneity,entropy,hue_mean,saturation_mean,value_mean,edge_density,vegetation_index,texture_energy,shape_factor,moisture_proxy,label
SIM_10575,Crop07,Class01,29.3255,0.5466,6.3833,127.5975,111.2296,194.4892,0.1052,0.0437,0.1072,0.6657,0.5028,Class01
SIM_10576,Crop02,Class10,33.1185,0.6424,6.1653,68.9306,194.6617,202.705,0.0862,-0.219,0.2602,0.3232,0.7369,Class10
SIM_10577,Crop03,Class07,13.1448,0.4569,4.6437,61.1985,127.0979,153.7261,0.1058,-0.2646,0.1035,0.3793,0.407,Class07
SIM_10578,Crop02,Class14,23.7084,0.536,5.9959,94.8316,171.1897,193.683,0.0435,0.1192,0.3751,0.5893,0.4944,Class14
SIM_10579,Crop10,Class08,29.4904,0.373,5.9638,100.3325,98.2517,165.2812,0.04,-0.3212,0.1045,0.778,0.6042,Class08
SIM_10580,Crop10,Class09,14.8302,0.3744,4.8287,131.9603,126.1467,131.023,0.0305,-0.0952,0.1053,0.2802,0.3418,Class09
SIM_10581,Crop08,Class11,13.4102,0.3324,5.7365,103.2914,118.7205,195.9159,0.1019,0.2095,0.2731,0.7594,0.4634,Class11
SIM_10582,Crop03,Class13,15.4225,0.3048,6.2243,106.1331,164.1329,136.3882,0.1258,-0.3794,0.1955,0.632,0.8783,Class13
SIM_10583,Crop07,Class08,25.7295,0.5879,6.3963,133.3818,162.7544,188.184,0.0542,-0.5174,0.0977,0.8636,0.5607,Class08
SIM_10584,Crop07,Class11,12.9787,0.3368,5.6455,95.9778,105.1243,197.2453,0.1273,0.0423,0.1345,0.7843,0.7349,Class11
SIM_10585,Crop09,Class13,16.5954,0.3589,6.6723,70.3334,133.3309,123.0934,0.1048,-0.4098,0.2834,0.4036,0.5651,Class13
SIM_10586,Crop02,Class08,23.085,0.5827,6.704,120.0091,121.5127,214.5525,0.0526,-0.3441,0.161,0.7327,0.4456,Class08
SIM_10587,Crop08,Class11,15.7059,0.3451,5.7858,120.5155,126.0393,198.5254,0.0741,0.2458,0.246,0.7962,0.5477,Class11
SIM_10588,Crop02,Class06,25.9626,0.3598,7.0857,52.7774,118.2925,179.0264,0.0635,-0.0613,0.3177,0.6463,0.4662,Class06
SIM_10589,Crop06,Class06,30.7093,0.4489,5.6743,98.5386,86.4167,174.7073,0.0553,0.0041,0.2309,0.4822,0.4953,Class06
SIM_10590,Crop09,Class01,26.4619,0.2995,6.9255,137.4949,87.365,203.3676,0.1206,0.1426,0.1628,0.5214,0.3154,Class01
SIM_10591,Crop01,Class11,17.5403,0.3923,4.8743,89.2475,130.4644,155.7914,0.0915,-0.2242,0.3359,0.7088,0.4036,Class11
SIM_10592,Crop02,Class04,18.138,0.4674,5.8972,47.1608,148.4467,124.5088,0.096,-0.2375,0.288,0.6131,0.5086,Class04
SIM_10593,Crop09,Class13,24.6307,0.3808,5.5775,60.5256,170.3959,145.8098,0.1066,-0.3926,0.3028,0.601,0.5756,Class13
SIM_10594,Crop01,Class15,11.3092,0.6596,5.7677,94.0132,201.0695,174.8364,0.0616,0.3354,0.2288,0.3018,0.3731,Class15
SIM_10595,Crop07,Class14,18.4307,0.4785,5.6236,109.9186,167.8232,149.7744,0.042,0.26,0.2589,0.5178,0.5632,Class14
SIM_10596,Crop06,Class05,26.5721,0.5287,5.7574,103.748,157.4907,126.3441,0.0255,-0.3594,0.3335,0.47,0.5199,Class05
SIM_10597,Crop04,Class10,29.8127,0.5105,6.8021,101.5268,185.925,161.0098,0.0639,-0.0313,0.1477,0.3356,0.6627,Class10
SIM_10598,Crop09,Class12,31.4667,0.2365,5.9425,57.1505,126.5669,119.7262,0.0475,-0.3395,0.3317,0.4512,0.7215,Class12
SIM_10599,Crop09,Class08,22.1964,0.464,6.8971,142.1812,110.1836,141.3539,0.0435,-0.4527,0.1734,0.6929,0.3943,Class08
SIM_10600,Crop04,Class08,23.3969,0.439,6.5552,154.3842,134.4168,172.7456,0.0334,-0.4756,0.1481,0.7877,0.5384,Class08
SIM_10601,Crop01,Class07,25.5481,0.4931,5.004,75.9357,147.4584,113.7026,0.1276,-0.2396,0.2508,0.4491,0.2016,Class07
SIM_10602,Crop02,Class05,27.7157,0.6368,5.9567,87.512,189.5252,122.8699,0.0516,-0.313,0.299,0.7554,0.6653,Class05
SIM_10603,Crop02,Class09,9.6096,0.5717,5.7797,133.2136,168.5996,177.219,0.0676,0.0506,0.2956,0.3725,0.3172,Class09
SIM_10604,Crop10,Class15,13.5121,0.3615,4.4669,74.8437,125.668,155.7473,0.0332,0.0843,0.1544,0.4049,0.4873,Class15
SIM_10605,Crop06,Class04,8.9404,0.4315,4.9992,95.841,133.6806,148.6767,0.0756,-0.004,0.3749,0.4971,0.5102,Class04
SIM_10606,Crop07,Class01,31.2412,0.5388,6.8153,130.092,115.1598,189.8879,0.1243,-0.0205,0.1194,0.6294,0.5038,Class01
SIM_10607,Crop03,Class01,20.5506,0.4704,5.3793,150.1281,88.3613,176.4468,0.126,0.2616,0.0992,0.6861,0.4401,Class01
SIM_10608,Crop09,Class09,10.8362,0.4793,5.0266,116.7754,131.4478,98.6322,0.0871,-0.2087,0.2763,0.2626,0.2079,Class09
SIM_10609,Crop08,Class05,24.8997,0.5418,5.3728,95.0031,156.9304,129.0424,0.0518,-0.3623,0.3539,0.7719,0.4261,Class05
SIM_10610,Crop08,Class07,21.6227,0.3535,4.6876,85.0613,105.6144,154.6469,0.0769,-0.1649,0.1256,0.5709,0.5308,Class07
SIM_10611,Crop05,Class15,13.8089,0.5253,4.8807,92.3937,167.2549,187.4514,0.0874,0.1393,0.1148,0.439,0.4157,Class15
SIM_10612,Crop07,Class02,31.6605,0.5689,6.6748,104.3971,153.2772,180.2713,0.0467,-0.0338,0.1909,0.802,0.586,Class02
SIM_10613,Crop06,Class03,31.3703,0.643,6.7894,97.2701,145.8602,142.5736,0.0373,0.2001,0.3254,0.6444,0.3706,Class03
SIM_10614,Crop04,Class04,12.2546,0.3888,5.8697,112.0663,165.582,124.3411,0.0733,-0.0517,0.2557,0.7349,0.4234,Class04
SIM_10615,Crop06,Class07,21.8429,0.378,4.9859,134.9025,105.0872,163.1226,0.0811,-0.155,0.1299,0.3496,0.2448,Class07
SIM_10616,Crop04,Class11,11.4994,0.3201,5.9957,142.4153,108.5618,168.6336,0.0748,0.237,0.1509,0.6921,0.3612,Class11
SIM_10617,Crop10,Class03,40.6217,0.494,5.5679,33.1107,117.2316,108.3494,0.0444,-0.111,0.2286,0.8167,0.4502,Class03
SIM_10618,Crop08,Class02,23.3012,0.5036,6.3851,118.2487,144.5972,169.45,0.0362,0.1947,0.3579,0.6879,0.4196,Class02
SIM_10619,Crop08,Class02,32.8887,0.5771,5.9907,92.1995,112.2325,156.4197,0.0349,0.174,0.2976,0.7978,0.3847,Class02
SIM_10620,Crop08,Class13,22.9159,0.4682,6.6632,57.6897,197.2137,156.1905,0.0831,-0.3809,0.3068,0.746,0.7908,Class13
SIM_10621,Crop05,Class01,31.2748,0.3974,7.0754,92.9414,111.0767,199.1748,0.1036,0.128,0.1196,0.5238,0.3387,Class01
SIM_10622,Crop10,Class10,36.5513,0.4896,6.0198,25.1863,165.1663,195.4391,0.0658,-0.0299,0.1248,0.315,0.5736,Class10
SIM_10623,Crop03,Class09,12.0567,0.5222,4.3277,136.4047,98.4827,160.4815,0.0792,-0.1034,0.1575,0.4194,0.3731,Class09
SIM_10624,Crop06,Class02,26.5446,0.5313,6.404,127.1422,119.8923,184.2741,0.0205,0.2269,0.3008,0.4708,0.1843,Class02
SIM_10625,Crop01,Class09,6.4122,0.5834,5.7013,75.592,175.5994,138.8044,0.0681,-0.3923,0.2491,0.3576,0.1139,Class09
SIM_10626,Crop03,Class05,32.098,0.6331,5.1563,75.8644,155.2081,112.2744,0.0656,-0.3928,0.2303,0.6419,0.696,Class05
SIM_10627,Crop06,Class08,21.2045,0.4727,6.5525,141.691,123.3678,218.5369,0.0237,-0.206,0.1518,0.5028,0.2984,Class08
SIM_10628,Crop05,Class03,31.5214,0.5902,6.5997,61.1655,159.924,117.3223,0.0453,-0.0777,0.2488,0.8466,0.3502,Class03
SIM_10629,Crop10,Class11,27.0247,0.3473,4.6723,76.0244,89.3887,173.9656,0.0857,0.1713,0.1676,0.6339,0.6347,Class11
SIM_10630,Crop07,Class12,16.8776,0.3958,5.8339,67.5734,149.7639,145.2481,0.0659,-0.3825,0.2327,0.5196,0.7943,Class12
SIM_10631,Crop05,Class01,28.5306,0.4987,7.0951,109.3066,110.9324,200.5546,0.1166,0.1607,0.1154,0.6661,0.3592,Class01
SIM_10632,Crop05,Class08,35.2144,0.5238,6.7328,69.6774,143.7802,220.5181,0.0622,-0.3792,0.0938,0.8055,0.2823,Class08
SIM_10633,Crop07,Class10,31.7319,0.6598,6.672,88.6051,193.6144,171.397,0.11,-0.1625,0.0894,0.5326,0.761,Class10
SIM_10634,Crop08,Class01,25.283,0.4074,6.4988,114.129,95.6914,184.7332,0.1042,0.324,0.1664,0.6159,0.3989,Class01
SIM_10635,Crop03,Class11,10.9771,0.4124,5.0346,89.0835,103.2148,152.3911,0.114,-0.0357,0.2123,0.6312,0.7604,Class11
SIM_10636,Crop06,Class09,15.0098,0.4427,5.9523,131.3845,110.6027,198.6365,0.0505,0.2208,0.2649,0.3276,0.2252,Class09
SIM_10637,Crop06,Class05,25.3069,0.4744,5.5891,100.1279,162.9666,141.8011,0.0242,-0.1804,0.3726,0.5076,0.5268,Class05
SIM_10638,Crop01,Class08,23.3604,0.4774,6.722,68.0963,160.1075,184.3987,0.0432,-0.3298,0.16,0.4929,0.3941,Class08
SIM_10639,Crop10,Class11,30.0195,0.2613,5.134,66.4329,86.1534,171.9335,0.0765,-0.0301,0.1577,0.8346,0.6633,Class11
SIM_10640,Crop06,Class10,29.8943,0.5404,6.4159,63.1322,188.4621,199.3755,0.0731,0.0973,0.273,0.2622,0.6633,Class10
SIM_10641,Crop03,Class12,29.0176,0.2758,5.0611,71.789,111.2995,116.4442,0.0736,-0.2722,0.2746,0.3772,0.7957,Class12
SIM_10642,Crop07,Class01,24.3644,0.6108,6.7874,134.4622,117.3285,200.141,0.109,-0.0293,0.1087,0.6924,0.4214,Class01
SIM_10643,Crop07,Class12,26.8467,0.3029,5.9695,49.9619,148.5024,136.508,0.0578,-0.2102,0.1831,0.4866,0.7134,Class12
SIM_10644,Crop10,Class01,40.0049,0.3456,5.8819,115.4731,92.6555,179.1677,0.0799,0.0785,0.1435,0.6819,0.2791,Class01
SIM_10645,Crop01,Class10,30.6216,0.6454,6.378,40.6928,202.202,197.4974,0.0998,-0.1835,0.2078,0.3889,0.6107,Class10
SIM_10646,Crop05,Class06,31.4694,0.4916,6.4026,32.365,129.1911,184.3631,0.0804,-0.2131,0.2209,0.6414,0.6365,Class06
SIM_10647,Crop02,Class01,33.4285,0.5178,6.9416,127.8188,131.7402,224.094,0.1107,0.008,0.1844,0.563,0.1655,Class01
SIM_10648,Crop06,Class11,18.8132,0.2353,6.1286,102.5658,97.5905,221.9801,0.065,0.2147,0.2111,0.4981,0.366,Class11
SIM_10649,Crop06,Class09,13.1551,0.4654,5.3924,137.6802,111.905,181.4304,0.0449,-0.0271,0.2673,0.3232,0.2693,Class09
SIM_10650,Crop05,Class10,35.9329,0.5851,6.3593,30.2418,199.3009,211.754,0.129,-0.2395,0.1035,0.43,0.6237,Class10
SIM_10651,Crop10,Class06,33.8817,0.4632,5.7436,52.6378,97.226,161.7304,0.062,-0.1495,0.2728,0.8227,0.5992,Class06
SIM_10652,Crop06,Class05,30.238,0.5103,5.6544,88.1432,171.5512,146.1892,0.0381,-0.1543,0.3595,0.5539,0.5235,Class05
SIM_10653,Crop05,Class10,35.1118,0.6634,6.2161,43.6423,190.005,210.5451,0.1225,-0.1871,0.1549,0.6304,0.732,Class10
SIM_10654,Crop01,Class04,14.0699,0.4733,5.6093,61.7802,171.844,116.5767,0.1109,-0.2054,0.3773,0.7714,0.2365,Class04
SIM_10655,Crop03,Class13,19.0595,0.4691,5.2825,82.7948,171.0001,142.3978,0.1181,-0.4607,0.2319,0.71,0.7506,Class13
SIM_10656,Crop09,Class11,17.9694,0.347,5.6027,117.8517,95.3123,166.6845,0.1113,-0.0579,0.2926,0.5635,0.4477,Class11
SIM_10657,Crop05,Class15,14.4986,0.5181,5.2268,88.8998,161.9598,190.6719,0.0463,0.1448,0.1588,0.5418,0.6191,Class15
SIM_10658,Crop10,Class01,36.2615,0.2985,5.9132,96.648,83.6568,166.5368,0.0932,0.2485,0.1272,0.6542,0.4453,Class01
SIM_10659,Crop06,Class09,9.8439,0.2869,5.6154,145.7897,122.4785,192.3988,0.0468,0.1338,0.2815,0.2686,0.19,Class09
SIM_10660,Crop06,Class09,9.8216,0.3814,5.8819,124.0261,118.3632,178.4871,0.0478,0.1937,0.1782,0.238,0.2352,Class09
SIM_10661,Crop05,Class13,31.6309,0.5246,6.4993,26.7535,189.8539,152.5732,0.1201,-0.3362,0.2021,0.7815,0.75,Class13
SIM_10662,Crop06,Class07,23.1942,0.374,4.5981,112.6417,87.4264,175.8971,0.0517,-0.1996,0.1829,0.2732,0.3196,Class07
SIM_10663,Crop01,Class15,8.393,0.5958,5.6455,92.056,196.324,185.3645,0.0311,0.1078,0.2255,0.3552,0.3466,Class15
SIM_10664,Crop01,Class04,12.7975,0.4915,5.3161,33.9788,164.5111,132.5006,0.1031,0.0282,0.3876,0.6257,0.2792,Class04
SIM_10665,Crop05,Class13,22.4536,0.4035,5.7391,15.2389,198.2727,175.1548,0.1006,-0.3803,0.2025,0.7527,0.6736,Class13
SIM_10666,Crop06,Class08,20.9218,0.4305,6.8221,145.0749,106.2552,209.5336,0.0314,-0.3556,0.1838,0.5829,0.2021,Class08
SIM_10667,Crop06,Class15,10.6847,0.5895,5.5255,150.2494,155.0422,222.8065,0.05,0.4502,0.2284,0.2838,0.3112,Class15
SIM_10668,Crop05,Class04,13.6694,0.5602,4.9586,56.1434,143.8474,116.9592,0.0955,-0.3384,0.3319,0.7786,0.3378,Class04
SIM_10669,Crop03,Class04,11.2126,0.4921,4.9429,66.757,99.9461,100.9457,0.0988,-0.3381,0.3335,0.6743,0.3661,Class04
SIM_10670,Crop08,Class09,11.6102,0.4121,5.5027,122.5684,134.0611,178.1676,0.0578,0.0686,0.2424,0.4207,0.4527,Class09
SIM_10671,Crop07,Class09,9.7031,0.6116,5.0473,129.7376,142.9527,117.9876,0.0715,-0.0175,0.161,0.3748,0.4355,Class09
SIM_10672,Crop01,Class03,32.742,0.6302,6.2701,38.056,161.1839,108.3029,0.062,-0.1949,0.3362,0.6906,0.3007,Class03
SIM_10673,Crop05,Class10,34.8073,0.6166,6.6546,108.6817,192.5772,213.4618,0.1271,-0.2597,0.1517,0.3506,0.6597,Class10
SIM_10674,Crop08,Class07,22.7628,0.3635,4.9832,115.0473,121.8316,149.4973,0.1074,-0.1869,0.1713,0.5152,0.2814,Class07
SIM_10675,Crop08,Class03,31.332,0.563,6.9112,51.6929,134.7737,122.6546,0.0331,0.017,0.3181,0.9329,0.3501,Class03
SIM_10676,Crop03,Class08,22.5902,0.5148,5.9783,148.9623,101.0045,170.4893,0.0699,-0.3289,0.1164,0.6049,0.4897,Class08
SIM_10677,Crop10,Class11,24.1822,0.3208,4.9841,85.5821,112.4903,179.3476,0.0918,0.0574,0.1409,0.8149,0.5505,Class11
SIM_10678,Crop07,Class01,32.5895,0.5798,6.2669,113.755,125.5665,189.3971,0.1276,-0.0651,0.1516,0.7368,0.5522,Class01
SIM_10679,Crop05,Class14,24.5682,0.5135,5.324,48.4202,140.2361,179.8374,0.0467,0.1534,0.3132,0.4083,0.5326,Class14
SIM_10680,Crop07,Class10,35.7812,0.6615,6.5045,97.9964,205.9812,186.934,0.122,-0.369,0.1373,0.5106,0.7691,Class10
SIM_10681,Crop09,Class04,17.3466,0.4128,5.6009,54.6943,121.7034,106.4077,0.0948,0.0023,0.3882,0.6295,0.2863,Class04
SIM_10682,Crop03,Class12,24.0546,0.4178,5.4505,86.9424,123.7084,130.5074,0.0582,-0.3836,0.1634,0.3872,0.7772,Class12
SIM_10683,Crop02,Class13,23.6082,0.4781,5.8448,72.1783,197.0878,189.8561,0.1121,-0.4122,0.2763,0.6422,0.7266,Class13
SIM_10684,Crop05,Class15,16.787,0.6154,5.9434,85.4096,154.101,207.6792,0.0626,0.027,0.1168,0.4321,0.4832,Class15
SIM_10685,Crop01,Class12,21.3738,0.408,6.2377,35.7152,149.3534,136.3507,0.0475,-0.4731,0.3497,0.2814,0.5478,Class12
SIM_10686,Crop09,Class04,14.2306,0.2953,5.57,69.0536,116.724,106.5466,0.1032,-0.1635,0.3663,0.6684,0.2841,Class04
SIM_10687,Crop10,Class03,34.5529,0.4953,5.9998,42.4357,107.3205,99.0498,0.0386,0.0783,0.2616,0.8363,0.4899,Class03
SIM_10688,Crop07,Class04,27.6048,0.5607,5.1637,73.1856,175.5314,121.9428,0.1081,-0.1852,0.3093,0.6409,0.52,Class04
SIM_10689,Crop10,Class14,26.3076,0.5342,4.9469,44.8337,152.5691,122.2666,0.0237,0.2543,0.3651,0.4178,0.5932,Class14
SIM_10690,Crop01,Class05,24.8654,0.6702,5.8327,44.2635,193.2094,102.2292,0.0625,-0.5062,0.387,0.5555,0.5447,Class05
SIM_10691,Crop07,Class05,25.1196,0.6341,5.3254,71.2909,180.677,136.6606,0.0393,-0.386,0.3208,0.8747,0.5369,Class05
SIM_10692,Crop05,Class14,30.7129,0.495,5.2869,83.1365,158.5125,166.8298,0.0345,-0.1363,0.2986,0.6818,0.5934,Class14
SIM_10693,Crop03,Class04,16.7767,0.4073,5.0308,96.5046,128.4486,99.4967,0.1278,-0.1531,0.2319,0.8234,0.5006,Class04
SIM_10694,Crop04,Class07,22.5399,0.3095,4.8773,126.7353,95.4696,157.8879,0.0851,-0.2953,0.1125,0.5555,0.2216,Class07
SIM_10695,Crop06,Class05,28.5034,0.6484,6.0413,87.4606,131.0234,125.8348,0.0428,-0.3912,0.3641,0.5462,0.5141,Class05
SIM_10696,Crop07,Class05,29.4745,0.6137,5.4166,102.8186,161.3691,117.4665,0.0572,-0.3543,0.1874,0.7975,0.8246,Class05
SIM_10697,Crop02,Class09,6.8743,0.5824,5.227,137.8618,137.8598,186.2567,0.0562,-0.13,0.2524,0.3609,0.1465,Class09
SIM_10698,Crop07,Class12,19.843,0.4785,5.6507,77.2628,142.263,149.6087,0.0652,-0.3221,0.2178,0.483,0.7753,Class12
SIM_10699,Crop10,Class04,25.2231,0.3925,5.019,22.439,136.9836,101.5673,0.069,-0.2003,0.2614,0.7155,0.3733,Class04
SIM_10700,Crop01,Class01,28.7398,0.48,7.1567,95.3488,150.3044,197.9659,0.0989,0.2697,0.2901,0.4138,0.3054,Class01
SIM_10701,Crop09,Class10,33.9234,0.5515,6.4382,76.4603,183.4281,184.3448,0.0979,-0.2149,0.2175,0.4324,0.5827,Class10
SIM_10702,Crop07,Class09,13.886,0.6066,4.6439,136.5097,126.3335,171.4174,0.0543,-0.3245,0.2263,0.4116,0.2835,Class09
SIM_10703,Crop04,Class10,24.2818,0.5788,6.6719,104.5742,180.9107,196.8025,0.0758,-0.1819,0.1172,0.3252,0.7608,Class10
SIM_10704,Crop08,Class07,13.9465,0.3213,4.9369,131.6826,103.2079,142.8262,0.1089,-0.2006,0.2137,0.6181,0.5805,Class07
SIM_10705,Crop07,Class12,28.2012,0.4197,5.2937,73.0447,144.0929,138.2917,0.0677,-0.382,0.2213,0.4195,0.7267,Class12
SIM_10706,Crop08,Class10,26.178,0.6235,6.3222,92.6906,173.7619,172.8902,0.1089,-0.1108,0.2789,0.5289,0.666,Class10
SIM_10707,Crop01,Class12,29.8329,0.3825,5.6266,34.6248,166.5131,121.6468,0.0451,-0.4723,0.3365,0.3012,0.5442,Class12
SIM_10708,Crop01,Class11,22.6724,0.5764,5.6178,93.0957,150.8348,189.3484,0.1037,0.1084,0.3089,0.4941,0.4628,Class11
SIM_10709,Crop07,Class08,26.5251,0.5681,6.4599,141.0527,146.5149,206.2757,0.055,-0.4371,0.1774,0.7744,0.463,Class08
SIM_10710,Crop04,Class05,30.105,0.4588,6.4686,92.9554,155.6447,108.5083,0.0322,-0.4204,0.2563,0.709,0.5282,Class05
SIM_10711,Crop03,Class09,8.1474,0.6477,4.8451,146.8142,108.7335,125.326,0.0739,0.1688,0.1849,0.36,0.2827,Class09
SIM_10712,Crop05,Class10,36.5591,0.6438,6.7093,42.7938,197.2838,207.1863,0.0985,-0.059,0.1071,0.5379,0.6513,Class10
SIM_10713,Crop08,Class09,9.5292,0.5043,5.6284,136.9361,137.1274,133.136,0.0411,-0.0037,0.2615,0.5072,0.273,Class09
SIM_10714,Crop02,Class08,25.2387,0.6254,6.9925,129.1476,134.0793,205.6189,0.0718,-0.3467,0.1291,0.7489,0.5106,Class08
SIM_10715,Crop10,Class06,34.7644,0.3829,6.481,20.5022,77.9433,138.1476,0.0403,-0.0447,0.2644,0.6715,0.5788,Class06
SIM_10716,Crop05,Class03,35.093,0.6232,6.2546,42.1264,172.2513,134.418,0.0512,-0.0208,0.1817,0.7613,0.3556,Class03
SIM_10717,Crop02,Class07,26.3286,0.5284,4.5121,138.822,129.3512,175.3303,0.1078,-0.1971,0.1491,0.3882,0.5428,Class07
SIM_10718,Crop01,Class14,23.5203,0.4682,5.7323,91.9845,184.0629,156.2706,0.0332,0.0558,0.391,0.3492,0.5455,Class14
SIM_10719,Crop09,Class11,15.1428,0.3098,5.9679,121.895,103.7831,207.5558,0.116,-0.2062,0.3129,0.6746,0.367,Class11
SIM_10720,Crop02,Class12,26.8528,0.349,6.6211,76.3836,158.0998,175.4153,0.0419,-0.4537,0.3371,0.3561,0.599,Class12
SIM_10721,Crop05,Class12,26.3338,0.3157,4.9917,26.3466,150.2716,167.7878,0.0811,-0.3302,0.183,0.5867,0.749,Class12
SIM_10722,Crop07,Class14,22.4018,0.5076,4.9499,76.8455,161.2521,161.9608,0.0562,0.1426,0.2703,0.419,0.6391,Class14
SIM_10723,Crop06,Class04,19.2106,0.4078,4.9146,99.2981,116.8795,175.7423,0.0797,-0.0731,0.3255,0.5588,0.1572,Class04
SIM_10724,Crop03,Class11,22.4242,0.4023,5.3236,102.9738,118.447,165.3805,0.1143,0.011,0.1556,0.6209,0.7456,Class11
SIM_10725,Crop02,Class02,35.8327,0.612,6.6247,91.1072,139.2204,192.0382,0.0544,0.0253,0.3265,0.8455,0.3921,Class02
SIM_10726,Crop08,Class04,18.7011,0.3884,5.4954,69.6278,113.665,168.3296,0.094,0.0921,0.3722,0.6967,0.3416,Class04
SIM_10727,Crop05,Class01,30.5204,0.6261,6.7504,70.5701,104.0346,222.7804,0.1088,-0.028,0.1239,0.8458,0.409,Class01
SIM_10728,Crop01,Class07,27.618,0.4808,4.9897,66.0123,149.6205,105.5446,0.0991,-0.3723,0.2246,0.3284,0.2252,Class07
SIM_10729,Crop02,Class03,34.6298,0.5851,6.3135,85.8996,150.6938,115.2731,0.0562,0.0245,0.3796,0.8546,0.2696,Class03
SIM_10730,Crop06,Class06,24.9297,0.4624,6.3895,95.7625,87.1451,207.5905,0.0843,0.1901,0.353,0.4922,0.4915,Class06
SIM_10731,Crop02,Class03,28.3208,0.6657,6.5701,61.8603,170.4656,108.4655,0.0376,-0.0207,0.2484,0.8441,0.3159,Class03
SIM_10732,Crop04,Class01,28.4166,0.3993,6.7811,126.4814,118.0143,194.2635,0.094,0.0729,0.112,0.5596,0.4621,Class01
SIM_10733,Crop02,Class08,33.6292,0.5877,6.4241,126.4129,158.8899,217.0279,0.0404,-0.3483,0.3189,0.6412,0.4998,Class08
SIM_10734,Crop08,Class07,23.2779,0.3225,5.1548,106.3719,127.5411,142.7693,0.108,-0.1898,0.1574,0.5528,0.3626,Class07
SIM_10735,Crop07,Class07,21.4577,0.459,4.5955,98.1458,105.803,165.3833,0.1248,-0.3232,0.1013,0.4852,0.4394,Class07
SIM_10736,Crop08,Class06,22.8946,0.3427,6.0852,62.0065,109.0263,156.1801,0.0529,0.0144,0.2568,0.8224,0.5248,Class06
SIM_10737,Crop01,Class07,20.2695,0.4385,5.6186,67.5368,138.5511,128.0942,0.1241,-0.2521,0.254,0.2629,0.1938,Class07
SIM_10738,Crop04,Class01,25.5965,0.43,7.0655,137.8041,91.9964,173.604,0.0967,0.1608,0.1499,0.7545,0.1457,Class01
SIM_10739,Crop03,Class08,16.213,0.452,5.3755,139.4278,100.1089,158.5223,0.0672,-0.4216,0.1637,0.7515,0.4104,Class08
SIM_10740,Crop07,Class13,20.5834,0.4448,6.7293,89.6191,192.8567,144.1646,0.1205,-0.3981,0.1854,0.4632,0.7672,Class13
SIM_10741,Crop09,Class03,29.1711,0.4983,6.1427,90.6764,113.4885,97.2433,0.04,-0.1062,0.3587,0.8273,0.3874,Class03
SIM_10742,Crop03,Class03,25.1997,0.6991,6.8181,60.882,105.5904,102.6918,0.0821,0.1453,0.2821,0.862,0.5359,Class03
SIM_10743,Crop08,Class12,24.3031,0.3312,5.5275,101.2887,162.8579,151.0896,0.0425,-0.3565,0.2299,0.49,0.7278,Class12
SIM_10744,Crop06,Class08,18.6262,0.4456,6.5003,143.7686,128.8007,200.5187,0.0315,-0.3492,0.1382,0.527,0.3804,Class08
SIM_10745,Crop09,Class04,9.8087,0.4084,5.1058,46.7731,105.6875,111.1949,0.1051,-0.2645,0.3781,0.6381,0.38,Class04
SIM_10746,Crop01,Class12,23.7338,0.3359,6.83,46.302,154.0104,146.0311,0.0772,-0.3457,0.3377,0.2889,0.682,Class12
SIM_10747,Crop10,Class05,37.9446,0.398,5.2175,44.7652,131.2287,103.9014,0.0251,-0.2529,0.2473,0.7993,0.6329,Class05
SIM_10748,Crop05,Class10,29.3642,0.6281,6.6408,37.5427,202.8255,191.586,0.0949,-0.1628,0.1929,0.6662,0.5704,Class10
SIM_10749,Crop03,Class09,7.0982,0.4711,4.6947,138.2916,154.6042,161.4312,0.1141,0.067,0.1685,0.3197,0.2557,Class09
SIM_10750,Crop02,Class03,36.8998,0.6636,7.1888,67.6366,179.0321,155.1001,0.0285,0.0918,0.341,0.7546,0.5426,Class03
SIM_10751,Crop10,Class12,35.0064,0.3424,5.4193,30.8145,122.4357,120.721,0.0437,-0.3649,0.153,0.5903,0.708,Class12
SIM_10752,Crop09,Class10,29.9717,0.5402,5.9908,80.256,154.344,169.4859,0.1159,-0.3368,0.2149,0.3129,0.7615,Class10
SIM_10753,Crop02,Class04,16.4333,0.4027,5.6347,78.4081,146.2989,139.5427,0.0916,-0.0982,0.3466,0.8051,0.3353,Class04
SIM_10754,Crop05,Class12,31.2846,0.3017,6.1303,19.8782,165.3434,152.4527,0.0429,-0.3519,0.242,0.5148,0.7533,Class12
SIM_10755,Crop08,Class10,34.2888,0.5868,6.2851,108.9898,178.7798,211.9659,0.085,0.1225,0.1936,0.3983,0.7543,Class10
SIM_10756,Crop06,Class13,19.9583,0.2699,6.5375,75.9092,146.263,163.9909,0.0788,-0.3131,0.3084,0.4917,0.5945,Class13
SIM_10757,Crop02,Class13,19.1326,0.4179,6.7488,38.2981,194.6787,180.3942,0.087,-0.3282,0.3213,0.6179,0.5908,Class13
SIM_10758,Crop04,Class05,30.2721,0.4836,5.5847,131.8151,130.0599,100.2241,0.0388,-0.4188,0.277,0.7306,0.4777,Class05
SIM_10759,Crop04,Class15,12.2312,0.5224,5.5964,131.5583,167.225,163.3743,0.0422,0.2882,0.1559,0.4985,0.4542,Class15
SIM_10760,Crop03,Class01,24.4635,0.4817,6.3623,153.1655,94.3409,165.4449,0.1095,0.1775,0.1108,0.5999,0.6046,Class01
